scholarID,title,author,journal,number,cites,year,cid,pubid
XOnCgewAAAAJ,Forecasting accuracy and estimation uncertainty using VAR models with short-and long-term economic restrictions: a Monte-Carlo study,"G Athanasopoulos, JV Issler, OTC Guillen",Fundação Getulio Vargas. Escola de Pós-graduação em Economia,,0,2005,NA,hqOjcs7Dif8C
XOnCgewAAAAJ,Are VAR Models Good Enough?,"F Vahid, G Athanasopoulos",Econometric Society,2004 Australasian Meetings,0,2004,NA,3fE2CSJIrl8C
XOnCgewAAAAJ,Are VAR Models Good Enough for Macro'Econometric Modelling?,"G Athanasopoulos, F Vahid",,,0,2004,NA,hFOr9nPyWt4C
XOnCgewAAAAJ,MODELLING SUBSTITUTION BETWEEN DOMESTIC AND OUTBOUND TOURISM DEMAND IN AUSTRALIA: A System-of-Equations Approach,"G Athanasopoulos, M Deng, G Li, H Song",,,0,NA,NA,ns9cj8rnVeAC
XOnCgewAAAAJ,2007) Nonlinear Autoregressive Leading Indicator Models of Output in G7 Countries,"HM Anderson, G Athanasopoulos, F Vahid",Journal of Applied Econometrics,,0,NA,NA,isC4tDSrTZIC
XOnCgewAAAAJ,DOMESTIC AND OUTBOUND TOURISM DEMAND IN AUSTRALIA,"G Athanasopoulos, M Deng, G Li, H Song",,,0,NA,NA,bEWYMUwI8FkC
XOnCgewAAAAJ,Working Papers 2009–Abstracts,"M Raghavan, G Athanasopoulos, P Silvapulle",,,0,NA,NA,HDshCWvjkbEC
XOnCgewAAAAJ,Bibliografia Pedagógica,"MG HENRIQUES, EK HUNT, M LAUTZENHEISER, RJ HYNDMAN, ...",,,0,NA,NA,7PzlFSSx8tAC
XOnCgewAAAAJ,XXXIV ISF 2007 Program,"AI Abramowitz, A Agarwala, RA Ahmed, Z Ailian, M Aiolfi, K Albertson, ...",,,0,NA,NA,qxL8FJ1GzNcC
XOnCgewAAAAJ,Working Papers 2006–Abstracts,"G Athanasopoulos, F Vahid",,,0,NA,NA,YOwf2qJgpHMC
XOnCgewAAAAJ,ICWS 2005,"M Adams, S Akram, P Alper, T Amagasa, S Angelov, IB Arpinar, ...",,,0,NA,NA,Tyk-4Ss8FVUC
zB4LXcIAAAAJ,On a preferential attachment and generalized Pólya’s urn model,"A Collevecchio, C Cotar, M LiCalzi",The Annals of Applied Probability,"23 (3), 1219-1253",27,2013,14979831645371962068,IjCSPb-OGe4C
zB4LXcIAAAAJ,On the transience of processes defined on Galton–Watson trees,A Collevecchio,The Annals of Probability,"34 (3), 870-878",26,2006,4700757015575241739,u5HHmVD_uO8C
zB4LXcIAAAAJ,On the push&pull protocol for rumor spreading,"H Acan, A Collevecchio, A Mehrabian, N Wormald",SIAM Journal on Discrete Mathematics,"31 (2), 647-668",22,2017,5711554837196503008,UebtZRa9Y70C
zB4LXcIAAAAJ,Limit theorems for reinforced random walks on certain trees,A Collevecchio,Probability theory and related fields,"136 (1), 81-101",19,2006,5289529257275002111,u-x6o8ySG0sC
zB4LXcIAAAAJ,Phase transitions for dilute particle systems with Lennard-Jones potential,"A Collevecchio, W König, P Mörters, N Sidorova",Communications in Mathematical Physics,"299 (3), 603-630",14,2010,6036206886793260045,9yKSN-GCB0IC
zB4LXcIAAAAJ,Limit theorems for vertex-reinforced jump processes on regular trees,A Collevecchio,Electronic Journal of Probability,"14, 1936-1962",13,2009,5120798749838395024,d1gkVwhDpl0C
zB4LXcIAAAAJ,A variational formula for the free energy of an interacting many-particle system,"S Adams, A Collevecchio, W König",The Annals of Probability,"39 (2), 683-728",10,2011,1060904549102616881,2osOgNQ5qMEC
zB4LXcIAAAAJ,The worm process for the Ising model is rapidly mixing,"A Collevecchio, TM Garoni, T Hyndman, D Tokarev",Journal of Statistical Physics,"164 (5), 1082-1102",7,2016,17739585896841772036,5nxA0vEk-isC
zB4LXcIAAAAJ,Existence and regularity of solutions in nonlinear wave equations,"G Chen, Y Shen",arXiv preprint arXiv:,:1409.4402,6,2014,12941528661863964458,roLk4NBRz8UC
zB4LXcIAAAAJ,Longest paths in random Apollonian networks and largest r-ary subtrees of random d-ary recursive trees,"A Collevecchio, A Mehrabian, N Wormald",Journal of Applied Probability,"53 (3), 846-856",3,2016,13020414863970198825,_FxGoFyzp5QC
zB4LXcIAAAAJ,On the speed of once-reinforced biased random walk on trees,"A Collevecchio, M Holmes, D Kious",Electronic Journal of Probability,23,2,2018,4877214150305795167,Zph67rFs4hoC
zB4LXcIAAAAJ,On the push&pull protocol for rumour spreading,"H Acan, A Collevecchio, A Mehrabian, N Wormald",Extended Abstracts Summer,"2015, 3-10",2,2017,6568111968868611774,YOwf2qJgpHMC
zB4LXcIAAAAJ,The probability of nontrivial common knowledge,"A Collevecchio, M LiCalzi",Games and Economic Behavior,"76 (2), 556-570",2,2012,1798463237779688269,qjMakFHDy7sC
zB4LXcIAAAAJ,Limit theorems for vertex-reinforced jump processes on certain trees,A Collevecchio,,,2,2009,12845354829063885638,LkGwnXOMwfcC
zB4LXcIAAAAJ,The branching-ruin number and the critical parameter of once-reinforced random walk on trees,"A Collevecchio, D Kious, V Sidoravicius",arXiv preprint arXiv:,:1710.00567,1,2017,16524043941857012367,qxL8FJ1GzNcC
zB4LXcIAAAAJ,General random walk in a random environment defined on Galton–Watson trees,"AD Barbour, A Collevecchio","Annales de l'Institut Henri Poincaré, Probabilités et Statistiques",53 (4 …,1,2017,14543200913107594659,ufrVoPGSRksC
zB4LXcIAAAAJ,Bootstrap random walks,"A Collevecchio, K Hamza, M Shi",Stochastic Processes and their Applications,"126 (6), 1744-1760",1,2016,17020343625584977742,0EnyYjriUFMC
zB4LXcIAAAAJ,Limit theorems for reinforced random walks on trees,A Collevecchio,,,1,2004,4201669700369268039,UeHWp8X0CEIC
zB4LXcIAAAAJ,Invariance principle for biased bootstrap random walks,"A Collevecchio, K Hamza, Y Liu",Stochastic Processes and their Applications,,0,2018,NA,aqlVkmm33-oC
zB4LXcIAAAAJ,A note on recurrence of the Vertex reinforced jump process and fractional moments localization,"A Collevecchio, X Zeng",arXiv preprint arXiv:,:1804.02739,0,2018,NA,Wp0gIr-vW9MC
zB4LXcIAAAAJ,On the Coupling Time of the Heat-Bath Process for the Fortuin–Kasteleyn Random–Cluster Model,"A Collevecchio, EM Elçi, TM Garoni, M Weigel",Journal of Statistical Physics,"170 (1), 22-61",0,2018,NA,_kc_bZDykSQC
zB4LXcIAAAAJ,One-dimensional long-range diffusion-limited aggregation III–The limit aggregate........................ G. Amir 1513–1527 BSDEs with diffusion constraint and viscous Hamilton …,"A Cosso, H Pham, H Xing, M Callaway, TS Doan, JSW Lamb, ...",ANNALES DE L’INSTITUT HENRI POINCARÉ PROBABILITÉS ET STATISTIQUES,53 (4 …,0,2017,NA,4DMP91E08xMC
zB4LXcIAAAAJ,On the speed and spectrum of mean-field random walks among random conductances,"A Collevecchio, P Jung, G Markowsky",arXiv preprint arXiv:,:1702.04087,0,2017,NA,ULOm3_A8WrAC
zB4LXcIAAAAJ,Attraction properties for general urn processes and applications to a class of interacting reinforced particle systems,"J Akahori, A Collevecchio, T Garoni, K Hamza",arXiv preprint arXiv:,:1602.05677,0,2016,NA,MXK_kJrjxJIC
zB4LXcIAAAAJ,The worm algorithm for the Ising model is rapidly mixing,"A Collevecchio, TM Garoni, T Hyndman, D Tokarev",arXiv preprint arXiv:,:1409.4484,0,2014,NA,Se3iqnhoufwC
zB4LXcIAAAAJ,A variational formula for the free energy of an interacting many-particle system,"A Collevecchio, W Koenig",,,0,2012,NA,8k81kl-MbHgC
zB4LXcIAAAAJ,The Probability of Nontrivial Common Knowledge,"M LiCalzi, A Collevecchio",,,0,2012,NA,Tyk-4Ss8FVUC
zB4LXcIAAAAJ,Bounds on the speed and on regeneration times for certain processes on regular trees,"A Collevecchio, T Schmitz",The Annals of Applied Probability,"21 (3), 1073-1101",0,2011,NA,zYLM7Y9cAGgC
zB4LXcIAAAAJ,http://opus. bath. ac. uk,"A Collevecchio, W Konig, P Morters, N Sidorova",,,0,NA,NA,M3ejUd6NZC8C
zB4LXcIAAAAJ,Å Ü¹ÈÐ Ò ¹ÁÒ× Ø ØÙØ,"A Collevecchio, T Schmitz",,,0,NA,NA,4TOpqqG69KYC
zB4LXcIAAAAJ,THE ANNALS,"TM LIGGETT, P BAXENDALE, Y MISHURA, E VALKEILA, M DEKKING, ...",,,0,NA,NA,KlAtU1dfN6UC
